student_id,study_hours,sleep_hours,prev_score,attendance_pct,final_score,passed
1112,3.81,5.29,41.6,78.8,54.9,0
1113,2.11,7.54,56.2,70.9,53.1,0
1114,5.14,6.03,61.6,82.3,66.1,1
1115,3.94,5.46,61.3,82.4,56.0,0
1116,5.47,7.86,78.1,100.0,75.5,1
1117,5.04,7.29,54.2,76.3,61.2,1
1118,8.2,6.26,65.6,100.0,77.7,1
1119,4.52,8.74,44.2,78.8,62.4,1
1120,2.95,6.47,,77.7,62.0,1
1121,5.36,7.04,60.0,87.0,64.9,1
1122,5.44,7.32,48.0,91.0,55.0,0
1123,7.72,6.26,56.2,100.0,71.2,1
1124,6.67,7.57,57.1,94.3,68.9,1
1125,5.71,6.36,55.7,94.2,65.0,1
1126,7.93,6.51,88.3,87.9,99.5,1
1127,2.62,8.64,58.4,81.1,53.3,0
1128,3.72,5.75,56.1,80.5,58.1,0
1129,3.15,4.1,26.4,81.1,45.9,0
1130,4.22,8.93,45.7,75.0,57.3,0
1131,2.25,10.06,55.8,67.1,71.8,1
1132,6.27,6.51,49.0,92.1,60.0,0
1133,4.56,4.68,82.1,82.7,69.6,1
1134,2.06,6.63,57.4,71.7,45.2,0
1135,2.97,6.66,80.6,80.3,61.9,1
1136,5.63,6.77,61.0,79.3,66.5,1
1137,6.68,5.66,60.6,98.3,74.1,1
1138,8.99,7.7,58.6,100.0,80.2,1
1139,10.83,7.63,60.1,100.0,93.1,1
1140,5.83,5.21,87.5,81.8,73.7,1
1141,3.02,7.84,22.9,77.6,39.5,0
1142,0.74,9.46,28.0,51.6,55.4,0
1143,5.54,7.21,51.3,90.9,64.9,1
1144,3.37,6.6,60.2,69.4,50.9,0
1145,4.17,6.83,71.0,81.1,59.7,0
1146,3.78,7.74,67.6,78.3,56.3,0
1147,4.72,4.92,53.9,89.4,63.6,1
1148,7.13,7.2,76.3,94.8,75.6,1
1149,5.31,6.53,76.5,83.1,71.1,1
1150,4.68,9.22,62.9,80.9,65.9,1
1151,2.93,6.79,75.4,81.0,67.4,1
1152,1.65,9.0,64.4,70.9,50.0,0
1153,4.03,5.68,51.0,78.2,46.1,0
1154,4.89,7.7,71.2,83.3,70.0,1
1155,8.54,7.38,61.8,94.8,81.0,1
1156,5.26,5.96,60.0,88.2,65.1,1
1157,6.97,7.21,83.6,86.0,74.1,1
1158,4.0,8.46,20.8,83.8,50.3,0
1159,2.63,6.61,37.3,73.8,39.2,0
1160,3.07,4.97,41.0,87.3,42.6,0
1161,3.55,6.98,54.2,72.2,48.2,0
1162,9.26,5.92,55.9,100.0,84.1,1
1163,3.36,6.59,35.9,85.8,51.7,0
1164,6.68,6.9,44.2,99.3,67.5,1
1165,3.19,4.95,46.2,72.5,56.0,0
1166,6.86,5.06,99.3,95.4,100.0,1
1167,5.77,7.58,88.8,88.9,67.1,1
1168,4.69,6.37,53.4,84.8,53.3,0
1169,4.92,3.92,54.2,81.1,51.2,0
1170,3.69,7.94,41.6,78.0,46.0,0
1171,5.89,7.33,29.5,81.5,45.8,0
1172,4.09,6.14,58.1,81.1,55.7,0
1173,2.55,5.42,44.0,75.0,36.8,0
1174,2.44,8.0,58.6,71.1,56.9,0
1175,5.35,7.42,34.4,78.7,53.9,0
1176,8.16,9.86,47.8,100.0,77.3,1
1177,5.32,7.5,62.4,88.4,69.9,1
1178,4.76,7.47,65.9,80.2,69.3,1
1179,5.57,6.8,66.7,86.5,65.1,1
1180,7.61,7.98,38.9,90.6,79.6,1
1181,5.44,7.75,73.7,82.1,72.8,1
1182,4.18,8.5,47.2,78.2,43.7,0
1183,7.21,6.37,70.1,100.0,68.1,1
1184,5.86,6.48,59.8,86.1,53.0,0
1185,8.07,6.43,38.0,100.0,64.5,1
1186,5.37,7.95,54.9,84.1,62.7,1
1187,2.55,8.8,65.8,74.0,56.1,0
1188,2.26,6.45,69.8,70.6,70.4,1
1189,8.3,6.49,57.7,100.0,77.4,1
1190,8.45,7.38,84.5,99.6,91.6,1
1191,4.64,6.71,76.1,75.3,60.9,1
1192,4.23,8.14,55.9,74.3,52.7,0
1193,7.92,4.3,72.0,97.0,75.0,1
1194,2.79,6.01,90.9,67.7,67.1,1
1195,3.21,6.06,91.4,78.1,55.6,0
1196,6.29,4.22,40.4,89.1,54.0,0
1197,4.21,5.84,45.2,92.9,53.6,0
1198,4.99,5.9,83.8,76.3,69.1,1
1199,4.67,6.76,43.1,84.4,48.9,0
1200,5.68,8.34,38.8,82.7,54.5,0
1201,7.81,,52.2,96.6,68.4,1
1202,5.18,5.76,66.7,86.6,65.5,1
1203,6.29,6.93,58.4,79.8,70.2,1
1204,0.9,8.26,49.6,65.7,53.2,0
1205,4.9,5.83,49.2,94.0,55.4,0
1206,3.31,5.91,48.6,74.3,47.1,0
1207,2.56,7.67,45.9,74.1,52.5,0
1208,3.24,6.73,96.5,81.3,76.4,1
1209,4.33,7.78,64.8,80.8,60.8,1
1210,6.83,6.98,74.2,91.3,81.2,1
1211,2.35,7.84,52.2,60.4,57.1,0
1212,5.06,5.76,57.0,88.5,69.7,1
1213,4.03,6.99,48.6,79.6,67.2,1
1214,4.34,6.75,17.6,76.7,36.0,0
1215,7.01,5.54,38.0,95.7,59.3,0
1216,6.08,5.12,31.0,87.5,52.0,0
1217,7.67,7.82,24.0,95.7,58.3,0
1218,4.69,6.58,40.9,86.5,49.2,0
1219,3.61,5.77,81.2,71.3,54.0,0
1220,4.55,6.88,59.3,88.0,62.2,1
1221,5.48,8.35,80.6,80.4,69.6,1
1222,5.35,4.26,66.6,83.5,63.4,1
1223,2.83,5.2,72.5,83.8,53.1,0
1224,5.18,5.89,45.6,91.5,49.0,0
1225,5.46,8.75,68.4,87.8,72.7,1
1226,10.03,7.34,71.7,100.0,87.3,1
1227,8.75,7.92,50.8,100.0,78.3,1
1228,3.29,5.63,69.0,76.8,73.9,1
1229,4.43,5.66,69.1,82.3,64.8,1
1230,2.07,7.54,51.2,69.9,52.8,0
1231,3.82,7.07,42.0,78.9,43.8,0
1232,5.63,7.66,41.1,87.1,49.5,0
1233,7.41,6.77,61.4,89.8,82.7,1
1234,3.54,7.33,65.2,75.1,53.8,0
1235,3.69,7.19,47.3,83.0,46.5,0
1236,0.71,7.93,60.4,56.7,47.9,0
1237,4.67,7.97,69.1,82.4,66.6,1
1238,2.88,5.06,69.9,70.3,49.8,0
1239,3.94,4.3,84.8,80.3,63.6,1
1240,3.25,8.2,80.4,74.3,75.5,1
1241,4.81,8.43,44.0,91.4,53.0,0
1242,1.48,5.78,86.9,70.0,50.2,0
1243,2.07,4.77,51.5,63.8,51.4,0
1244,9.26,7.12,76.7,100.0,89.0,1
1245,2.43,8.12,61.1,68.3,51.1,0
1246,2.81,9.16,53.4,71.1,44.2,0
1247,8.67,7.62,31.1,100.0,60.0,1
1248,10.81,6.55,57.3,100.0,81.1,1
1249,2.66,5.93,35.0,77.7,51.0,0
1250,9.0,7.01,75.5,77.4,59.4,0
1251,5.68,6.64,84.3,85.3,74.5,1
1252,8.46,5.78,47.2,99.0,73.2,1
1253,3.03,9.46,64.8,72.3,44.7,0
1254,4.51,9.14,48.4,88.0,67.5,1
1255,6.55,8.36,49.9,95.9,58.8,0
1256,5.87,5.89,72.4,97.9,73.1,1
1257,4.25,8.03,59.4,92.6,64.6,1
1258,4.73,7.77,87.8,78.5,82.1,1
1259,2.25,7.53,52.3,71.6,54.5,0
1260,4.52,8.5,76.0,76.7,53.2,0
1261,4.47,7.76,61.6,78.4,57.1,0
1262,5.46,7.89,72.7,84.2,72.3,1
1263,3.89,7.76,52.8,74.2,55.3,0
1264,5.94,7.41,59.2,84.5,69.8,1
1265,7.03,4.86,58.2,94.4,72.2,1
1266,5.31,7.1,46.6,80.5,62.5,1
1267,5.7,6.33,70.6,92.7,68.2,1
1268,5.11,5.46,70.4,80.9,52.3,0
1269,5.0,9.02,69.5,99.0,68.4,1
1270,3.56,9.07,84.6,75.5,74.0,1
1271,5.63,8.63,83.2,88.5,70.1,1
1272,4.81,7.31,54.0,77.6,64.2,1
1273,9.19,8.62,66.0,100.0,89.4,1
1274,8.15,7.01,50.0,100.0,71.5,1
1275,5.77,7.24,60.4,90.3,45.3,0
1276,3.47,5.69,50.4,70.6,41.9,0
1277,2.78,7.48,85.9,74.9,79.9,1
1278,7.38,7.07,65.8,91.3,70.2,1
1279,5.53,5.44,56.5,94.9,48.2,0
1280,5.96,6.94,79.1,93.8,83.7,1
1281,1.51,6.9,25.3,68.0,35.7,0
1282,6.85,9.16,27.8,82.1,66.3,1
1283,5.91,8.07,72.7,84.6,75.0,1
1284,2.78,7.01,61.0,77.3,59.0,0
1285,4.06,7.3,64.0,86.3,65.0,1
1286,5.53,7.05,38.8,93.2,61.8,1
1287,5.1,6.76,59.6,77.6,78.2,1
1288,4.42,5.7,92.1,83.6,79.5,1
1289,4.79,6.82,73.2,89.0,57.1,0
1290,4.5,6.1,62.7,74.2,63.4,1
1291,5.31,5.5,53.0,86.5,67.1,1
1292,7.94,7.61,53.7,100.0,80.8,1
1293,0.0,7.47,25.9,58.5,28.0,0
1294,4.53,4.86,64.1,73.4,67.2,1
1295,5.35,6.85,73.5,85.1,76.3,1
1296,5.59,8.19,34.8,86.3,74.4,1
1297,4.26,8.27,49.4,80.5,52.6,0
1298,1.49,8.23,41.5,64.6,40.4,0
1299,5.66,7.05,44.6,86.1,56.8,0
1300,8.45,5.99,60.9,100.0,71.2,1
1301,1.93,5.7,26.6,71.9,29.9,0
1302,6.73,7.41,69.8,92.1,54.8,0
1303,4.34,7.46,72.1,79.7,63.3,1
1304,4.88,8.54,56.0,84.8,66.0,1
1305,2.89,8.32,20.3,64.9,36.3,0
1306,4.33,6.84,44.1,84.0,67.6,1
1307,7.6,5.51,79.7,98.0,79.0,1
1308,6.17,6.62,15.6,91.0,57.3,0
1309,8.46,7.26,54.4,100.0,75.7,1
1310,7.35,6.76,41.1,87.0,68.4,1
1311,5.88,6.31,72.9,79.5,71.8,1
1312,8.49,7.3,49.2,100.0,81.4,1
1313,5.88,6.4,66.5,89.4,68.6,1
1314,6.66,6.25,69.0,94.1,75.6,1
1315,4.41,7.37,89.4,79.7,76.2,1
1316,5.13,6.52,56.8,89.0,59.9,0
1317,3.61,7.29,66.0,82.7,64.3,1
1318,6.98,7.33,36.2,97.3,76.9,1
1319,2.64,5.63,79.0,71.9,58.4,0
1320,6.56,6.42,47.8,82.3,64.9,1
1321,4.62,8.73,51.0,86.9,69.8,1
1322,7.34,5.61,59.6,100.0,77.9,1
1323,6.5,4.46,35.0,95.7,54.8,0
1324,8.64,4.77,63.7,98.8,57.7,0
1325,6.46,7.03,75.5,95.7,79.1,1
1326,1.86,7.04,64.7,73.6,38.5,0
1327,4.87,6.86,34.6,92.1,62.9,1
1328,2.66,8.46,58.0,68.9,56.6,0
1329,3.96,3.79,71.9,78.7,66.4,1
1330,8.02,7.48,30.0,100.0,56.1,0
1331,6.28,8.87,42.8,91.7,52.7,0
1332,3.6,5.65,74.0,72.4,63.2,1
1333,2.97,,64.3,76.9,56.8,0
1334,5.07,6.1,66.6,88.2,61.7,1
1335,2.57,5.93,89.8,73.3,65.7,1
1336,3.66,6.61,67.5,79.4,80.3,1
1337,5.62,8.71,70.5,86.8,78.2,1
1338,7.31,9.2,100.0,100.0,99.5,1
1339,6.22,6.6,56.6,86.6,71.1,1
1340,0.42,9.29,47.2,59.2,54.4,0
1341,5.61,7.04,66.8,88.1,67.1,1
1342,5.14,9.1,67.0,90.1,55.9,0
1343,5.83,6.89,51.6,81.7,60.5,1
1344,8.23,7.16,43.5,94.6,73.5,1
1345,0.87,7.44,97.0,54.2,56.3,0
1346,3.82,10.81,65.2,79.3,65.5,1
1347,6.18,8.02,48.3,85.3,58.8,0
1348,1.84,6.15,74.7,67.3,66.7,1
1349,7.95,8.16,58.3,100.0,80.4,1
1350,5.74,6.57,56.0,85.5,67.8,1
1351,6.69,6.41,69.0,94.6,76.8,1
1352,3.86,8.09,39.3,77.8,51.5,0
1353,6.63,7.04,65.6,96.5,73.4,1
1354,7.14,7.33,90.6,98.1,76.4,1
1355,5.47,7.02,67.5,83.9,52.4,0
1356,5.47,7.4,54.0,86.5,64.0,1
1357,5.54,7.51,51.9,92.9,65.3,1
1358,3.27,4.68,53.4,78.3,59.2,0
1359,4.7,7.8,55.9,76.5,71.9,1
1360,4.69,5.82,54.0,86.8,69.1,1
1361,5.77,5.27,74.7,83.4,62.1,1
1362,7.0,6.93,32.3,100.0,56.9,0
1363,2.88,7.1,73.8,79.5,65.2,1
1364,4.75,6.17,53.9,85.2,76.3,1
1365,7.96,8.0,66.0,100.0,88.6,1
1366,3.51,5.39,42.0,76.5,55.4,0
1367,3.36,6.51,81.3,80.2,62.9,1
1368,5.4,6.3,79.9,85.2,65.6,1
1369,6.69,6.94,75.4,94.6,81.5,1
1370,5.02,7.33,35.8,89.5,46.3,0
1371,7.66,5.79,73.3,95.5,74.8,1
1372,6.71,7.87,66.5,90.5,72.5,1
1373,6.68,7.08,34.3,87.4,69.3,1
1374,6.11,4.73,59.6,85.2,60.7,1
1375,9.66,4.65,65.8,99.1,61.4,1
1376,4.59,6.99,68.9,86.6,69.3,1
1377,0.99,6.73,62.8,74.0,45.2,0
1378,8.21,6.88,64.7,100.0,77.0,1
1379,4.08,6.97,83.6,72.3,68.2,1
1380,5.22,7.27,79.6,89.7,71.1,1
1381,7.62,8.14,14.1,100.0,61.1,1
1382,1.8,5.67,54.9,66.7,36.3,0
1383,2.5,5.59,57.4,73.0,47.2,0
1384,1.8,5.69,32.0,58.9,41.4,0
1385,3.41,7.35,61.5,78.4,54.3,0
1386,5.88,8.49,80.0,84.1,65.3,1
1387,6.05,6.48,42.6,91.2,63.8,1
1388,5.55,4.0,65.4,80.0,70.1,1
1389,2.17,4.96,45.3,73.6,43.5,0
1390,0.38,6.0,49.2,67.0,26.9,0
1391,5.11,6.33,83.6,81.6,77.1,1
1392,4.06,6.51,51.3,74.6,43.1,0
1393,5.92,7.05,67.4,78.8,70.9,1
1394,6.4,6.63,30.1,90.7,48.9,0
1395,5.28,8.26,89.8,83.5,70.2,1
1396,6.52,6.19,69.6,84.8,67.8,1
1397,5.46,5.97,57.1,89.6,61.1,1
1398,6.06,7.57,69.2,88.1,67.1,1
1399,3.59,5.16,37.4,72.6,49.3,0
1400,4.64,7.47,,80.4,67.1,1
1401,5.39,7.12,54.8,92.3,70.1,1
1402,6.64,6.82,56.7,96.2,69.9,1
1403,4.21,8.91,52.1,80.4,54.9,0
1404,6.04,6.25,50.7,93.3,56.3,0
1405,4.47,9.47,71.1,76.5,57.5,0
1406,4.76,6.73,64.1,84.0,65.7,1
1407,6.66,5.47,70.4,94.0,69.0,1
1408,1.01,7.08,59.9,62.7,31.7,0
1409,2.41,5.71,68.2,74.2,51.6,0
1410,2.04,6.1,53.3,66.3,41.4,0
1411,0.33,7.48,95.7,64.2,72.9,1
1412,3.64,7.67,34.9,81.0,37.0,0
1413,6.5,6.25,80.2,77.9,64.6,1
1414,4.43,8.18,81.9,88.1,80.4,1
1415,5.4,8.39,46.4,71.7,69.0,1
1416,7.18,8.72,95.7,92.8,83.3,1
1417,7.66,7.64,75.9,100.0,76.4,1
1418,4.86,8.64,75.5,82.7,75.8,1
1419,7.71,4.74,60.4,91.2,53.0,0
1420,5.18,6.62,56.5,80.5,48.3,0
1421,3.33,5.96,56.6,81.8,52.6,0
1422,3.81,7.14,66.2,69.4,71.5,1
1423,2.04,6.31,82.4,75.8,58.1,0
1424,3.22,6.8,62.9,75.8,58.2,0
1425,4.28,9.26,45.4,75.5,65.2,1
1426,6.61,6.8,73.2,90.1,88.8,1
1427,8.44,7.5,74.7,97.1,78.3,1
1428,2.24,6.72,70.5,75.5,57.3,0
1429,5.79,7.09,71.9,92.6,84.4,1
1430,2.92,7.01,55.7,66.0,42.2,0
1431,5.95,7.54,45.1,87.7,68.3,1
1432,4.74,8.4,46.1,79.4,50.9,0
1433,1.34,8.98,33.8,73.2,43.0,0
1434,6.86,7.37,63.8,87.5,69.8,1
1435,3.79,7.71,58.7,87.0,53.3,0
1436,3.93,5.62,53.0,79.5,47.3,0
1437,2.86,6.89,12.7,68.5,36.6,0
1438,3.69,8.13,40.0,75.1,58.3,0
1439,5.86,8.04,77.9,85.3,74.1,1
1440,4.62,7.25,49.4,76.7,57.6,0
1441,5.66,8.06,65.8,88.8,73.7,1
1442,5.72,7.59,37.7,82.5,50.0,0
1443,7.64,8.44,83.0,87.3,88.9,1
1444,4.31,7.35,57.7,79.7,65.8,1
1445,2.05,6.57,64.6,61.2,70.9,1
1446,7.13,7.4,97.2,91.9,84.3,1
1447,4.34,3.48,84.3,77.1,62.0,1
1448,7.23,7.46,55.1,91.8,75.0,1
1449,5.77,3.0,50.5,98.8,62.8,1
1450,4.74,4.93,54.8,84.0,53.2,0
1451,5.7,7.54,68.2,89.7,67.3,1
1452,8.9,7.57,58.3,95.6,80.7,1
1453,9.15,5.61,53.7,100.0,67.5,1
1454,5.14,6.15,83.5,86.8,69.5,1
1455,5.32,8.64,58.2,81.5,66.2,1
1456,7.15,6.42,96.8,100.0,93.1,1
1457,3.31,9.69,61.5,70.5,56.8,0
1458,5.67,7.0,88.6,86.9,64.6,1
1459,4.95,7.49,65.7,81.8,52.4,0
1460,5.63,8.94,75.4,89.0,66.2,1
1461,3.33,7.16,48.4,73.5,42.9,0
1462,1.82,5.8,46.3,67.7,42.7,0
1463,0.85,6.87,67.4,63.1,42.3,0
1464,2.77,6.96,75.8,70.2,56.2,0
1465,4.08,5.36,60.6,82.8,52.4,0
1466,4.41,6.69,39.4,83.3,49.0,0
1467,8.87,6.11,38.2,100.0,75.9,1
1468,7.21,8.11,37.2,93.9,67.9,1
1469,3.08,7.04,31.7,79.4,44.8,0
1470,5.7,6.66,61.8,87.3,62.7,1
1471,4.19,6.87,78.0,79.4,64.4,1
1472,4.43,7.27,59.8,82.7,63.8,1
1473,5.37,7.74,23.8,95.3,55.4,0
1474,6.24,5.8,56.9,84.5,57.7,0
1475,4.32,5.75,57.4,85.5,58.4,0
1476,7.13,8.33,93.5,86.2,72.0,1
1477,2.72,6.51,36.7,74.7,45.8,0
1478,5.01,5.3,53.7,92.9,64.2,1
1479,10.2,7.53,87.3,100.0,91.6,1
1480,5.45,7.56,67.2,88.1,81.5,1
1481,7.87,5.16,69.0,96.5,68.4,1
1482,5.18,7.28,61.8,86.1,66.6,1
1483,6.16,7.88,65.3,89.5,70.7,1
1484,4.89,7.45,72.4,80.5,67.6,1
1485,4.66,7.76,47.0,81.8,56.7,0
1486,3.44,5.31,74.0,78.2,61.7,1
1487,5.86,7.4,38.0,85.5,63.3,1
1488,3.3,6.64,65.3,72.5,67.8,1
1489,6.33,6.42,62.9,84.9,67.8,1
1490,7.17,8.04,50.1,97.8,74.6,1
1491,5.73,8.78,59.6,91.4,63.8,1
1492,4.43,9.15,50.0,83.3,65.6,1
1493,5.91,8.58,42.9,94.4,56.9,0
1494,4.38,6.87,54.3,82.4,66.0,1
1495,6.87,7.42,42.3,96.3,79.0,1
1496,1.34,7.92,65.2,68.2,52.5,0
1497,4.33,7.15,41.6,81.2,37.8,0
1498,1.02,7.16,71.4,62.4,49.4,0
1499,2.01,7.99,41.1,81.1,55.4,0
